FID,objectid,cod_origem,nome_orige,nivel_orig,classe_ori,multipolar,cod_destin,nome_desti,nivel_dest,classe_des,cod_1a,nome_1a,cod_1b,mome_1b,cod_1c,nome_1c,cod_2a,nome_2a,cod_2b,nome_2b,cod_2c,nome_2c,cod_3a,nome_3a,cod_3b,nome_3b,cod_4a,nome_4a,cod_4b,nome_4b,cod_s1,nome_s1,nivel_s1,cod_s2,nome_s2,nivel_s2,cod_s3,nome_s3,nivel_s3,cod_s4,nome_s4,nivel_s4,cod_s5,nome_s5,nivel_s5,cod_s6,nome_s6,nivel_s6,the_geom
RedeUrbanaSintese_Regic2007.1593,1593,355180,Sete Barras,5,Centro Local,não,354260,Registro,3b,Centro Subregional B,355030,ACP de São Paulo,0,,,,0,,0,,354850,ACP de Santos,0,,354260,Registro,0,,0,,355030,ACP de São Paulo,1a,354850,ACP de Santos,2c,354260,Registro,3b,0,,,,,,,,,"MULTILINESTRING ((-47.926467177012576 -24.38848921237261, -47.844466867078886 -24.488489886980755))"
RedeUrbanaSintese_Regic2007.1594,1594,351519,Espírito Santo do Turvo,5,Centro Local,não,354640,Santa Cruz do Rio Pardo,4b,Centro de Zona B,355030,ACP de São Paulo,0,,,,0,,0,,0,,353470,Ourinhos,0,,0,,354640,Santa Cruz do Rio Pardo,355030,ACP de São Paulo,1a,353470,Ourinhos,3a,354640,Santa Cruz do Rio Pardo,4b,0,,,,,,,,,"MULTILINESTRING ((-49.430473328556936 -22.692477460268375, -49.63347565494823 -22.899477736471063))"
RedeUrbanaSintese_Regic2007.1595,1595,355050,São Pedro do Turvo,5,Centro Local,não,354640,Santa Cruz do Rio Pardo,4b,Centro de Zona B,355030,ACP de São Paulo,0,,,,0,,0,,0,,353470,Ourinhos,0,,0,,354640,Santa Cruz do Rio Pardo,355030,ACP de São Paulo,1a,353470,Ourinhos,3a,354640,Santa Cruz do Rio Pardo,4b,0,,,,,,,,,"MULTILINESTRING ((-49.740475973300626 -22.747476773734604, -49.63347565494823 -22.899477736471063))"
RedeUrbanaSintese_Regic2007.1596,1596,353284,Nova Canaã Paulista,5,Centro Local,não,354660,Santa Fé do Sul,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,354660,Santa Fé do Sul,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,354660,Santa Fé do Sul,4a,0,,,,,,,,,"MULTILINESTRING ((-50.949477617940246 -20.38646309261871, -50.926476907279 -20.211462378629403))"
RedeUrbanaSintese_Regic2007.1615,1615,350360,Areiópolis,5,Centro Local,não,355010,São Manuel,4b,Centro de Zona B,355030,ACP de São Paulo,0,,,,0,,0,,0,,350750,Botucatu,0,,0,,355010,São Manuel,355030,ACP de São Paulo,1a,350750,Botucatu,3a,355010,São Manuel,4b,0,,,,,,,,,"MULTILINESTRING ((-48.66546713071083 -22.6684796026678, -48.57146658671354 -22.731480152768455))"
RedeUrbanaSintese_Regic2007.1597,1597,354450,Rubinéia,5,Centro Local,não,354660,Santa Fé do Sul,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,354660,Santa Fé do Sul,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,354660,Santa Fé do Sul,4a,0,,,,,,,,,"MULTILINESTRING ((-51.002477387037835 -20.179462030221757, -50.926476907279 -20.211462378629403))"
RedeUrbanaSintese_Regic2007.1598,1598,354610,Santa Clara d'Oeste,5,Centro Local,não,354660,Santa Fé do Sul,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,354660,Santa Fé do Sul,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,354660,Santa Fé do Sul,4a,0,,,,,,,,,"MULTILINESTRING ((-50.95447675016932 -20.089461759585454, -50.926476907279 -20.211462378629403))"
RedeUrbanaSintese_Regic2007.1599,1599,354720,Santana da Ponte Pensa,5,Centro Local,não,354660,Santa Fé do Sul,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,354660,Santa Fé do Sul,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,354660,Santa Fé do Sul,4a,0,,,,,,,,,"MULTILINESTRING ((-50.79747605479845 -20.253462915880313, -50.926476907279 -20.211462378629403))"
RedeUrbanaSintese_Regic2007.1600,1600,354740,Santa Rita d'Oeste,5,Centro Local,não,354660,Santa Fé do Sul,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,354660,Santa Fé do Sul,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,354660,Santa Fé do Sul,4a,0,,,,,,,,,"MULTILINESTRING ((-50.83347599408195 -20.143462327534667, -50.926476907279 -20.211462378629403))"
RedeUrbanaSintese_Regic2007.1601,1601,355490,Três Fronteiras,5,Centro Local,não,354660,Santa Fé do Sul,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,354660,Santa Fé do Sul,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,354660,Santa Fé do Sul,4a,0,,,,,,,,,"MULTILINESTRING ((-50.89047670765149 -20.235462583398437, -50.926476907279 -20.211462378629403))"
RedeUrbanaSintese_Regic2007.1602,1602,240070,Alto do Rodrigues,5,Centro Local,sim,240020,Açu,3b,Centro Subregional B,,,0,,261160,ACP de Recife,240810,ACP de Natal,0,,240800,Mossoró,0,,240020,Açu,0,,0,,261160,ACP de Recife,1c,240810,ACP de Natal,2a,240800,Mossoró,2c,240020,Açu,3b,,,,,,,"MULTILINESTRING ((-36.76233559128743 -5.28839006654601, -36.90933705376939 -5.577392315924444))"
RedeUrbanaSintese_Regic2007.6284,6284,170710,Divinópolis do Tocantins,5,Centro Local,não,171610,Paraíso do Tocantins,4a,Centro de Zona A,,,0,,520870,ACP de Goiânia,0,,172100,Palmas,0,,0,,0,,171610,Paraíso do Tocantins,0,,520870,ACP de Goiânia,1c,172100,Palmas,2b,171610,Paraíso do Tocantins,4a,0,,,,,,,,,"MULTILINESTRING ((-49.21444172388985 -9.800410930363014, -48.86743962928333 -10.176413671331202))"
RedeUrbanaSintese_Regic2007.2452,2452,130423,Tonantins,5,Centro Local,não,130420,Tefé,3b,Centro Subregional B,,,0,,130260,ACP de Manaus,0,,0,,0,,0,,130420,Tefé,0,,0,,130260,ACP de Manaus,1c,130420,Tefé,3b,0,,,0,,,,,,,,,"MULTILINESTRING ((-67.80254768739691 -2.8733578308483168, -64.71153304924353 -3.354361496084622))"
RedeUrbanaSintese_Regic2007.1603,1603,500100,Aparecida do Taboado,5,Centro Local,não,354660,Santa Fé do Sul,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,354660,Santa Fé do Sul,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,354660,Santa Fé do Sul,4a,0,,,,,,,,,"MULTILINESTRING ((-51.09447780423083 -20.087461371826006, -50.926476907279 -20.211462378629403))"
RedeUrbanaSintese_Regic2007.1604,1604,350030,Aguaí,5,Centro Local,não,354910,São João da Boa Vista,3a,Centro Subregional A,355030,ACP de São Paulo,0,,,,350950,ACP de Campinas,0,,0,,354910,São João da Boa Vista,0,,0,,0,,355030,ACP de São Paulo,1a,350950,ACP de Campinas,2a,354910,São João da Boa Vista,3a,0,,,,,,,,,"MULTILINESTRING ((-46.97945139271201 -22.059481629289852, -46.798449613289414 -21.969481705279843))"
RedeUrbanaSintese_Regic2007.1605,1605,350040,Águas da Prata,5,Centro Local,não,354910,São João da Boa Vista,3a,Centro Subregional A,355030,ACP de São Paulo,0,,,,350950,ACP de Campinas,0,,0,,354910,São João da Boa Vista,0,,0,,0,,355030,ACP de São Paulo,1a,350950,ACP de Campinas,2a,354910,São João da Boa Vista,3a,0,,,,,,,,,"MULTILINESTRING ((-46.71744884257821 -21.937481775766198, -46.798449613289414 -21.969481705279843))"
RedeUrbanaSintese_Regic2007.1606,1606,351080,Casa Branca,5,Centro Local,não,354910,São João da Boa Vista,3a,Centro Subregional A,355030,ACP de São Paulo,0,,,,350950,ACP de Campinas,0,,0,,354910,São João da Boa Vista,0,,0,,0,,355030,ACP de São Paulo,1a,350950,ACP de Campinas,2a,354910,São João da Boa Vista,3a,0,,,,,,,,,"MULTILINESTRING ((-47.08645137520536 -21.774480000059132, -46.798449613289414 -21.969481705279843))"
RedeUrbanaSintese_Regic2007.1607,1607,351518,Espírito Santo do Pinhal,4b,Centro de Zona B,não,354910,São João da Boa Vista,3a,Centro Subregional A,355030,ACP de São Paulo,0,,,,350950,ACP de Campinas,0,,0,,354910,São João da Boa Vista,0,,0,,0,,355030,ACP de São Paulo,1a,350950,ACP de Campinas,2a,354910,São João da Boa Vista,3a,0,,,,,,,,,"MULTILINESTRING ((-46.74144984398187 -22.191482903549844, -46.798449613289414 -21.969481705279843))"
RedeUrbanaSintese_Regic2007.1608,1608,355640,Vargem Grande do Sul,5,Centro Local,não,354910,São João da Boa Vista,3a,Centro Subregional A,355030,ACP de São Paulo,0,,,,350950,ACP de Campinas,0,,0,,354910,São João da Boa Vista,0,,0,,0,,355030,ACP de São Paulo,1a,350950,ACP de Campinas,2a,354910,São João da Boa Vista,3a,0,,,,,,,,,"MULTILINESTRING ((-46.89444997603045 -21.832480797642923, -46.798449613289414 -21.969481705279843))"
RedeUrbanaSintese_Regic2007.1609,1609,350870,Caconde,5,Centro Local,não,354970,São José do Rio Pardo,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,350950,ACP de Campinas,0,,0,,0,,0,,354970,São José do Rio Pardo,0,,355030,ACP de São Paulo,1a,350950,ACP de Campinas,2a,354970,São José do Rio Pardo,4a,0,,,,,,,,,"MULTILINESTRING ((-46.64444697512788 -21.529480032981613, -46.889449201551116 -21.596479694352155))"
RedeUrbanaSintese_Regic2007.1610,1610,351390,Divinolândia,5,Centro Local,não,354970,São José do Rio Pardo,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,350950,ACP de Campinas,0,,0,,0,,0,,354970,São José do Rio Pardo,0,,355030,ACP de São Paulo,1a,350950,ACP de Campinas,2a,354970,São José do Rio Pardo,4a,0,,,,,,,,,"MULTILINESTRING ((-46.73944816541822 -21.661480407818832, -46.889449201551116 -21.596479694352155))"
RedeUrbanaSintese_Regic2007.1611,1611,352380,Itobi,5,Centro Local,não,354970,São José do Rio Pardo,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,350950,ACP de Campinas,0,,0,,0,,0,,354970,São José do Rio Pardo,0,,355030,ACP de São Paulo,1a,350950,ACP de Campinas,2a,354970,São José do Rio Pardo,4a,0,,,,,,,,,"MULTILINESTRING ((-46.97545034690127 -21.7374801290112, -46.889449201551116 -21.596479694352155))"
RedeUrbanaSintese_Regic2007.1612,1612,355080,São Sebastião da Grama,5,Centro Local,não,354970,São José do Rio Pardo,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,350950,ACP de Campinas,0,,0,,0,,0,,354970,São José do Rio Pardo,0,,355030,ACP de São Paulo,1a,350950,ACP de Campinas,2a,354970,São José do Rio Pardo,4a,0,,,,,,,,,"MULTILINESTRING ((-46.82144899697237 -21.711480423520978, -46.889449201551116 -21.596479694352155))"
RedeUrbanaSintese_Regic2007.1613,1613,240080,Angicos,5,Centro Local,não,240020,Açu,3b,Centro Subregional B,,,0,,230440,ACP de Fortaleza,240810,ACP de Natal,0,,240800,Mossoró,0,,240020,Açu,0,,0,,230440,ACP de Fortaleza,1c,240810,ACP de Natal,2a,240800,Mossoró,2c,240020,Açu,3b,,,,,,,"MULTILINESTRING ((-36.601334373740364 -5.66639320965779, -36.90933705376939 -5.577392315924444))"
RedeUrbanaSintese_Regic2007.1614,1614,355360,Tapiratiba,5,Centro Local,não,354970,São José do Rio Pardo,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,350950,ACP de Campinas,0,,0,,0,,0,,354970,São José do Rio Pardo,0,,355030,ACP de São Paulo,1a,350950,ACP de Campinas,2a,354970,São José do Rio Pardo,4a,0,,,,,,,,,"MULTILINESTRING ((-46.74944765526381 -21.468479459896745, -46.889449201551116 -21.596479694352155))"
RedeUrbanaSintese_Regic2007.1616,1616,354105,Pratânia,5,Centro Local,não,355010,São Manuel,4b,Centro de Zona B,355030,ACP de São Paulo,0,,,,0,,0,,0,,350750,Botucatu,0,,0,,355010,São Manuel,355030,ACP de São Paulo,1a,350750,Botucatu,3a,355010,São Manuel,4b,0,,,,,,,,,"MULTILINESTRING ((-48.66646761394388 -22.808480211187703, -48.57146658671354 -22.731480152768455))"
RedeUrbanaSintese_Regic2007.1617,1617,351010,Cândido Rodrigues,5,Centro Local,não,355370,Taquaritinga,4b,Centro de Zona B,355030,ACP de São Paulo,0,,,,0,,0,,350320,Araraquara,0,,0,,0,,355370,Taquaritinga,355030,ACP de São Paulo,1a,350320,Araraquara,2c,355370,Taquaritinga,4b,0,,,,,,,,,"MULTILINESTRING ((-48.631462482172935 -21.32547368346668, -48.50546172957407 -21.406474400867406))"
RedeUrbanaSintese_Regic2007.1618,1618,354650,Santa Ernestina,5,Centro Local,não,355370,Taquaritinga,4b,Centro de Zona B,355030,ACP de São Paulo,0,,,,0,,0,,350320,Araraquara,0,,0,,0,,355370,Taquaritinga,355030,ACP de São Paulo,1a,350320,Araraquara,2c,355370,Taquaritinga,4b,0,,,,,,,,,"MULTILINESTRING ((-48.39146099499846 -21.463474976241812, -48.50546172957407 -21.406474400867406))"
RedeUrbanaSintese_Regic2007.1619,1619,351160,Cesário Lange,5,Centro Local,não,355400,Tatuí,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,0,,355220,ACP de Sorocaba,0,,0,,355400,Tatuí,0,,355030,ACP de São Paulo,1a,355220,ACP de Sorocaba,2c,355400,Tatuí,4a,0,,,,,,,,,"MULTILINESTRING ((-47.95346326258505 -23.227484138868217, -47.85746292243924 -23.356484987561647))"
RedeUrbanaSintese_Regic2007.1620,1620,353750,Pereiras,5,Centro Local,não,355400,Tatuí,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,0,,355220,ACP de Sorocaba,0,,0,,355400,Tatuí,0,,355030,ACP de São Paulo,1a,355220,ACP de Sorocaba,2c,355400,Tatuí,4a,0,,,,,,,,,"MULTILINESTRING ((-47.976462932099764 -23.076483407947432, -47.85746292243924 -23.356484987561647))"
RedeUrbanaSintese_Regic2007.1621,1621,354050,Porangaba,5,Centro Local,não,355400,Tatuí,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,0,,355220,ACP de Sorocaba,0,,0,,355400,Tatuí,0,,355030,ACP de São Paulo,1a,355220,ACP de Sorocaba,2c,355400,Tatuí,4a,0,,,,,,,,,"MULTILINESTRING ((-48.12546449177667 -23.176483408653446, -47.85746292243924 -23.356484987561647))"
RedeUrbanaSintese_Regic2007.1622,1622,354165,Quadra,5,Centro Local,não,355400,Tatuí,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,0,,355220,ACP de Sorocaba,0,,0,,355400,Tatuí,0,,355030,ACP de São Paulo,1a,355220,ACP de Sorocaba,2c,355400,Tatuí,4a,0,,,,,,,,,"MULTILINESTRING ((-48.055464345389225 -23.29948415286076, -47.85746292243924 -23.356484987561647))"
RedeUrbanaSintese_Regic2007.1623,1623,355465,Torre de Pedra,5,Centro Local,não,355400,Tatuí,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,0,,355220,ACP de Sorocaba,0,,0,,355400,Tatuí,0,,355030,ACP de São Paulo,1a,355220,ACP de Sorocaba,2c,355400,Tatuí,4a,0,,,,,,,,,"MULTILINESTRING ((-48.19546529758494 -23.244483498974596, -47.85746292243924 -23.356484987561647))"
RedeUrbanaSintese_Regic2007.1624,1624,240080,Angicos,5,Centro Local,sim,240020,Açu,3b,Centro Subregional B,,,0,,261160,ACP de Recife,240810,ACP de Natal,0,,240800,Mossoró,0,,240020,Açu,0,,0,,261160,ACP de Recife,1c,240810,ACP de Natal,2a,240800,Mossoró,2c,240020,Açu,3b,,,,,,,"MULTILINESTRING ((-36.601334373740364 -5.66639320965779, -36.90933705376939 -5.577392315924444))"
RedeUrbanaSintese_Regic2007.1625,1625,352585,Jumirim,5,Centro Local,não,355450,Tietê,4b,Centro de Zona B,355030,ACP de São Paulo,0,,,,0,,0,,355220,ACP de Sorocaba,0,,0,,0,,355450,Tietê,355030,ACP de São Paulo,1a,355220,ACP de Sorocaba,2c,355450,Tietê,4b,0,,,,,,,,,"MULTILINESTRING ((-47.78446139799515 -23.087484018172486, -47.71546088335482 -23.102484286601594))"
RedeUrbanaSintese_Regic2007.1626,1626,350335,Arco-Íris,5,Centro Local,não,355500,Tupã,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,0,,352900,Marília,0,,0,,355500,Tupã,0,,355030,ACP de São Paulo,1a,352900,Marília,2c,355500,Tupã,4a,0,,,,,,,,,"MULTILINESTRING ((-50.46547834070548 -21.773470494742703, -50.51447925974479 -21.93547104402464))"
RedeUrbanaSintese_Regic2007.1627,1627,350580,Bastos,5,Centro Local,não,355500,Tupã,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,0,,352900,Marília,0,,0,,355500,Tupã,0,,355030,ACP de São Paulo,1a,352900,Marília,2c,355500,Tupã,4a,0,,,,,,,,,"MULTILINESTRING ((-50.734480915967 -21.92247034678836, -50.51447925974479 -21.93547104402464))"
RedeUrbanaSintese_Regic2007.1628,1628,351900,Herculândia,5,Centro Local,não,355500,Tupã,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,0,,352900,Marília,0,,0,,355500,Tupã,0,,355030,ACP de São Paulo,1a,352900,Marília,2c,355500,Tupã,4a,0,,,,,,,,,"MULTILINESTRING ((-50.38547849146463 -22.00447171443505, -50.51447925974479 -21.93547104402464))"
RedeUrbanaSintese_Regic2007.1629,1629,351920,Iacri,5,Centro Local,não,355500,Tupã,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,0,,352900,Marília,0,,0,,355500,Tupã,0,,355030,ACP de São Paulo,1a,352900,Marília,2c,355500,Tupã,4a,0,,,,,,,,,"MULTILINESTRING ((-50.68948035458357 -21.858470206623732, -50.51447925974479 -21.93547104402464))"
RedeUrbanaSintese_Regic2007.1630,1630,353600,Parapuã,5,Centro Local,não,355500,Tupã,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,0,,352900,Marília,0,,0,,355500,Tupã,0,,355030,ACP de São Paulo,1a,352900,Marília,2c,355500,Tupã,4a,0,,,,,,,,,"MULTILINESTRING ((-50.79348090512056 -21.78346958553205, -50.51447925974479 -21.93547104402464))"
RedeUrbanaSintese_Regic2007.1631,1631,354180,Queiroz,5,Centro Local,não,355500,Tupã,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,0,,352900,Marília,0,,0,,355500,Tupã,0,,355030,ACP de São Paulo,1a,352900,Marília,2c,355500,Tupã,4a,0,,,,,,,,,"MULTILINESTRING ((-50.24047668221333 -21.799471256327635, -50.51447925974479 -21.93547104402464))"
RedeUrbanaSintese_Regic2007.1632,1632,354380,Rinópolis,5,Centro Local,não,355500,Tupã,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,0,,352900,Marília,0,,0,,355500,Tupã,0,,355030,ACP de São Paulo,1a,352900,Marília,2c,355500,Tupã,4a,0,,,,,,,,,"MULTILINESTRING ((-50.722480169372695 -21.726469549917454, -50.51447925974479 -21.93547104402464))"
RedeUrbanaSintese_Regic2007.1633,1633,350120,Álvares Florence,5,Centro Local,não,355710,Votuporanga,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,355710,Votuporanga,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,355710,Votuporanga,4a,0,,,,,,,,,"MULTILINESTRING ((-49.91146945725162 -20.321465615099985, -49.97347024599152 -20.423465912318672))"
RedeUrbanaSintese_Regic2007.1634,1634,350180,Américo de Campos,5,Centro Local,não,355710,Votuporanga,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,355710,Votuporanga,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,355710,Votuporanga,4a,0,,,,,,,,,"MULTILINESTRING ((-49.73246800285913 -20.299465993906377, -49.97347024599152 -20.423465912318672))"
RedeUrbanaSintese_Regic2007.1635,1635,240250,Carnaubais,5,Centro Local,não,240020,Açu,3b,Centro Subregional B,,,0,,230440,ACP de Fortaleza,240810,ACP de Natal,0,,240800,Mossoró,0,,240020,Açu,0,,0,,230440,ACP de Fortaleza,1c,240810,ACP de Natal,2a,240800,Mossoró,2c,240020,Açu,3b,,,,,,,"MULTILINESTRING ((-36.833336249131456 -5.341390456384541, -36.90933705376939 -5.577392315924444))"
RedeUrbanaSintese_Regic2007.1636,1636,351070,Cardoso,5,Centro Local,não,355710,Votuporanga,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,355710,Votuporanga,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,355710,Votuporanga,4a,0,,,,,,,,,"MULTILINESTRING ((-49.914468764387706 -20.082464512022103, -49.97347024599152 -20.423465912318672))"
RedeUrbanaSintese_Regic2007.2393,2393,110034,Alvorada d'Oeste,5,Centro Local,não,110012,Ji-Paraná,3a,Centro Subregional A,,,0,,,,0,,110020,Porto Velho,0,,110012,Ji-Paraná,0,,0,,0,,110020,Porto Velho,2b,110012,Ji-Paraná,3a,0,,,0,,,,,,,,,"MULTILINESTRING ((-62.389530367462136 -11.40839856882189, -61.944526937325186 -10.882397230212723))"
RedeUrbanaSintese_Regic2007.1637,1637,351290,Cosmorama,5,Centro Local,não,355710,Votuporanga,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,355710,Votuporanga,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,355710,Votuporanga,4a,0,,,,,,,,,"MULTILINESTRING ((-49.77846890099569 -20.478466688726936, -49.97347024599152 -20.423465912318672))"
RedeUrbanaSintese_Regic2007.1638,1638,351590,Floreal,5,Centro Local,não,355710,Votuporanga,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,355710,Votuporanga,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,355710,Votuporanga,4a,0,,,,,,,,,"MULTILINESTRING ((-50.14547235548737 -20.677466589923213, -49.97347024599152 -20.423465912318672))"
RedeUrbanaSintese_Regic2007.1639,1639,353260,Nhandeara,5,Centro Local,não,355710,Votuporanga,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,355710,Votuporanga,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,355710,Votuporanga,4a,0,,,,,,,,,"MULTILINESTRING ((-50.03847157995611 -20.69446695965587, -49.97347024599152 -20.423465912318672))"
RedeUrbanaSintese_Regic2007.1640,1640,353625,Parisi,5,Centro Local,não,355710,Votuporanga,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,355710,Votuporanga,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,355710,Votuporanga,4a,0,,,,,,,,,"MULTILINESTRING ((-50.015470210551534 -20.30446525835297, -49.97347024599152 -20.423465912318672))"
RedeUrbanaSintese_Regic2007.1641,1641,354030,Pontes Gestal,5,Centro Local,não,355710,Votuporanga,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,355710,Votuporanga,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,355710,Votuporanga,4a,0,,,,,,,,,"MULTILINESTRING ((-49.703467382446945 -20.167465463431093, -49.97347024599152 -20.423465912318672))"
RedeUrbanaSintese_Regic2007.1642,1642,354420,Riolândia,5,Centro Local,não,355710,Votuporanga,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,355710,Votuporanga,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,355710,Votuporanga,4a,0,,,,,,,,,"MULTILINESTRING ((-49.681466687080025 -19.990464703070966, -49.97347024599152 -20.423465912318672))"
RedeUrbanaSintese_Regic2007.1643,1643,355130,Sebastianópolis do Sul,5,Centro Local,não,355710,Votuporanga,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,355710,Votuporanga,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,355710,Votuporanga,4a,0,,,,,,,,,"MULTILINESTRING ((-49.921470552741106 -20.655467103649638, -49.97347024599152 -20.423465912318672))"
RedeUrbanaSintese_Regic2007.1644,1644,355610,Valentim Gentil,5,Centro Local,não,355710,Votuporanga,4a,Centro de Zona A,355030,ACP de São Paulo,0,,,,0,,354980,ACP de São José do Rio Preto,0,,0,,0,,355710,Votuporanga,0,,355030,ACP de São Paulo,1a,354980,ACP de São José do Rio Preto,2b,355710,Votuporanga,4a,0,,,,,,,,,"MULTILINESTRING ((-50.08847113226224 -20.42246559716116, -49.97347024599152 -20.423465912318672))"
RedeUrbanaSintese_Regic2007.1645,1645,410270,Barra do Jacaré,5,Centro Local,não,410110,Andirá,4b,Centro de Zona B,,,0,,410690,ACP de Curitiba,0,,411370,ACP de Londrina,0,,0,,0,,0,,410110,Andirá,410690,ACP de Curitiba,1c,411370,ACP de Londrina,2b,410110,Andirá,4b,0,,,,,,,,,"MULTILINESTRING ((-50.18148073952091 -23.115476984593556, -50.22948088907159 -23.051476574095187))"
RedeUrbanaSintese_Regic2007.1646,1646,240250,Carnaubais,5,Centro Local,sim,240020,Açu,3b,Centro Subregional B,,,0,,261160,ACP de Recife,240810,ACP de Natal,0,,240800,Mossoró,0,,240020,Açu,0,,0,,261160,ACP de Recife,1c,240810,ACP de Natal,2a,240800,Mossoró,2c,240020,Açu,3b,,,,,,,"MULTILINESTRING ((-36.833336249131456 -5.341390456384541, -36.90933705376939 -5.577392315924444))"
RedeUrbanaSintese_Regic2007.1647,1647,410330,Borrazópolis,5,Centro Local,não,410140,Apucarana,3a,Centro Subregional A,,,0,,410690,ACP de Curitiba,0,,411370,ACP de Londrina,0,,410140,Apucarana,0,,0,,0,,410690,ACP de Curitiba,1c,411370,ACP de Londrina,2b,410140,Apucarana,3a,0,,,,,,,,,"MULTILINESTRING ((-51.58849472530898 -23.94147586365821, -51.46149227926689 -23.55147476073151))"
RedeUrbanaSintese_Regic2007.1648,1648,410350,Califórnia,5,Centro Local,não,410140,Apucarana,3a,Centro Subregional A,,,0,,410690,ACP de Curitiba,0,,411370,ACP de Londrina,0,,410140,Apucarana,0,,0,,0,,410690,ACP de Curitiba,1c,411370,ACP de Londrina,2b,410140,Apucarana,3a,0,,,,,,,,,"MULTILINESTRING ((-51.355491831844255 -23.650475482976727, -51.46149227926689 -23.55147476073151))"
